location,label
../geological_similarity\gneiss\9WEJW.jpg,1
../geological_similarity\gneiss\9WEO0.jpg,1
../geological_similarity\gneiss\9WYEI.jpg,1
../geological_similarity\gneiss\9X00G.jpg,1
../geological_similarity\gneiss\9XGGU.jpg,1
../geological_similarity\gneiss\9XTVC.jpg,1
../geological_similarity\gneiss\9Y89T.jpg,1
../geological_similarity\gneiss\9YN66.jpg,1
../geological_similarity\gneiss\9YOPB.jpg,1
../geological_similarity\gneiss\9YTHF.jpg,1
../geological_similarity\gneiss\9Z07U.jpg,1
../geological_similarity\gneiss\9Z22M.jpg,1
../geological_similarity\gneiss\9ZOQJ.jpg,1
../geological_similarity\gneiss\9ZSS2.jpg,1
../geological_similarity\gneiss\9ZY5N.jpg,1
../geological_similarity\gneiss\A0FZL.jpg,1
../geological_similarity\gneiss\A14EM.jpg,1
../geological_similarity\gneiss\A1DAP.jpg,1
../geological_similarity\gneiss\A1EJP.jpg,1
../geological_similarity\gneiss\A1RNC.jpg,1
../geological_similarity\gneiss\A26O1.jpg,1
../geological_similarity\gneiss\A2VNP.jpg,1
../geological_similarity\gneiss\A2ZQK.jpg,1
../geological_similarity\gneiss\A3B9Y.jpg,1
../geological_similarity\gneiss\A3BC5.jpg,1
../geological_similarity\gneiss\A3D6K.jpg,1
../geological_similarity\gneiss\A3KVI.jpg,1
../geological_similarity\gneiss\A4RO2.jpg,1
../geological_similarity\gneiss\A54NN.jpg,1
../geological_similarity\gneiss\A5942.jpg,1
../geological_similarity\gneiss\A5G7N.jpg,1
../geological_similarity\gneiss\A5JL8.jpg,1
../geological_similarity\gneiss\A5MFB.jpg,1
../geological_similarity\gneiss\A5S0K.jpg,1
../geological_similarity\gneiss\A6PDR.jpg,1
../geological_similarity\gneiss\A6VDZ.jpg,1
../geological_similarity\gneiss\A7DHA.jpg,1
../geological_similarity\gneiss\A7RN5.jpg,1
../geological_similarity\gneiss\A8206.jpg,1
../geological_similarity\gneiss\A85X6.jpg,1
../geological_similarity\gneiss\A8E7G.jpg,1
../geological_similarity\gneiss\A8VT6.jpg,1
../geological_similarity\gneiss\A98NI.jpg,1
../geological_similarity\gneiss\A9G6D.jpg,1
../geological_similarity\gneiss\A9TK9.jpg,1
../geological_similarity\gneiss\AACUZ.jpg,1
../geological_similarity\gneiss\AAIAD.jpg,1
../geological_similarity\gneiss\AALVK.jpg,1
../geological_similarity\gneiss\AAOPK.jpg,1
../geological_similarity\gneiss\AAP1V.jpg,1
../geological_similarity\gneiss\AAVYX.jpg,1
../geological_similarity\gneiss\AAWRD.jpg,1
../geological_similarity\gneiss\AAXBL.jpg,1
../geological_similarity\gneiss\ABDLN.jpg,1
../geological_similarity\gneiss\ABHL2.jpg,1
../geological_similarity\gneiss\ABJBS.jpg,1
../geological_similarity\gneiss\ABO93.jpg,1
../geological_similarity\gneiss\AC1A5.jpg,1
../geological_similarity\gneiss\AC6OC.jpg,1
../geological_similarity\gneiss\ACH1R.jpg,1
../geological_similarity\gneiss\ACLYV.jpg,1
../geological_similarity\gneiss\ACPR5.jpg,1
../geological_similarity\gneiss\ACT71.jpg,1
../geological_similarity\gneiss\ADB9T.jpg,1
../geological_similarity\gneiss\ADEYV.jpg,1
../geological_similarity\gneiss\ADMQB.jpg,1
../geological_similarity\gneiss\ADN5U.jpg,1
../geological_similarity\gneiss\ADV54.jpg,1
../geological_similarity\gneiss\AE6GL.jpg,1
../geological_similarity\gneiss\AER2Z.jpg,1
../geological_similarity\gneiss\AF7BW.jpg,1
../geological_similarity\gneiss\AG134.jpg,1
../geological_similarity\gneiss\AGH1K.jpg,1
../geological_similarity\gneiss\AGJ2V.jpg,1
../geological_similarity\gneiss\AGWI5.jpg,1
../geological_similarity\gneiss\AH0J3.jpg,1
../geological_similarity\gneiss\AH9ZV.jpg,1
../geological_similarity\gneiss\AHB4S.jpg,1
../geological_similarity\gneiss\AHFCF.jpg,1
../geological_similarity\gneiss\AHOLE.jpg,1
../geological_similarity\gneiss\AHSEK.jpg,1
../geological_similarity\gneiss\AHU9H.jpg,1
../geological_similarity\gneiss\AIGU6.jpg,1
../geological_similarity\gneiss\AIOQK.jpg,1
../geological_similarity\gneiss\AISYC.jpg,1
../geological_similarity\gneiss\AIW8D.jpg,1
../geological_similarity\gneiss\AJC6N.jpg,1
../geological_similarity\gneiss\AJNWW.jpg,1
../geological_similarity\gneiss\AJO1M.jpg,1
../geological_similarity\gneiss\AJOWZ.jpg,1
../geological_similarity\gneiss\AKDP2.jpg,1
../geological_similarity\gneiss\AKFL4.jpg,1
../geological_similarity\gneiss\AKQMB.jpg,1
../geological_similarity\gneiss\AL850.jpg,1
../geological_similarity\gneiss\ALGWO.jpg,1
../geological_similarity\gneiss\ALOUF.jpg,1
../geological_similarity\gneiss\ALOXS.jpg,1
../geological_similarity\gneiss\ALWIR.jpg,1
../geological_similarity\gneiss\AMID3.jpg,1
../geological_similarity\gneiss\ANALK.jpg,1
../geological_similarity\gneiss\ANTZE.jpg,1
../geological_similarity\gneiss\AOGEP.jpg,1
../geological_similarity\gneiss\AOHPC.jpg,1
../geological_similarity\gneiss\AOJ7U.jpg,1
../geological_similarity\gneiss\AOO70.jpg,1
../geological_similarity\gneiss\AORV0.jpg,1
../geological_similarity\gneiss\AOSTE.jpg,1
../geological_similarity\gneiss\APE4P.jpg,1
../geological_similarity\gneiss\APIPG.jpg,1
../geological_similarity\gneiss\APPSQ.jpg,1
../geological_similarity\gneiss\APZPQ.jpg,1
../geological_similarity\gneiss\AQCRU.jpg,1
../geological_similarity\gneiss\AQWU7.jpg,1
../geological_similarity\gneiss\ARJTC.jpg,1
../geological_similarity\gneiss\AS98K.jpg,1
../geological_similarity\gneiss\ASI83.jpg,1
../geological_similarity\gneiss\ASRMW.jpg,1
../geological_similarity\gneiss\ASZI5.jpg,1
../geological_similarity\gneiss\ASZLE.jpg,1
../geological_similarity\gneiss\AT5P7.jpg,1
../geological_similarity\gneiss\ATHY0.jpg,1
../geological_similarity\gneiss\ATJZX.jpg,1
../geological_similarity\gneiss\ATUJJ.jpg,1
../geological_similarity\gneiss\ATX3L.jpg,1
../geological_similarity\gneiss\AU3PB.jpg,1
../geological_similarity\gneiss\AU4Y4.jpg,1
../geological_similarity\gneiss\AUFK9.jpg,1
../geological_similarity\gneiss\AUJMW.jpg,1
../geological_similarity\gneiss\AURSA.jpg,1
../geological_similarity\gneiss\AV1US.jpg,1
../geological_similarity\gneiss\AW6BG.jpg,1
../geological_similarity\gneiss\AWPWX.jpg,1
../geological_similarity\gneiss\AXBHS.jpg,1
../geological_similarity\gneiss\AXQWJ.jpg,1
../geological_similarity\gneiss\AY83L.jpg,1
../geological_similarity\gneiss\AY8IE.jpg,1
../geological_similarity\gneiss\AYEFU.jpg,1
../geological_similarity\gneiss\AYGIT.jpg,1
../geological_similarity\gneiss\AZ6S2.jpg,1
../geological_similarity\gneiss\AZ78D.jpg,1
../geological_similarity\gneiss\AZAFR.jpg,1
../geological_similarity\gneiss\B0712.jpg,1
../geological_similarity\gneiss\B07UC.jpg,1
../geological_similarity\gneiss\B0D1Y.jpg,1
../geological_similarity\gneiss\B0EYJ.jpg,1
../geological_similarity\gneiss\B0J1B.jpg,1
../geological_similarity\gneiss\B117U.jpg,1
../geological_similarity\gneiss\B14IT.jpg,1
../geological_similarity\gneiss\B15LJ.jpg,1
../geological_similarity\gneiss\B17BS.jpg,1
../geological_similarity\gneiss\B1A8Q.jpg,1
../geological_similarity\gneiss\B1DQ7.jpg,1
../geological_similarity\gneiss\B1J7P.jpg,1
../geological_similarity\gneiss\B1TLD.jpg,1
../geological_similarity\gneiss\B2275.jpg,1
../geological_similarity\gneiss\B2G1T.jpg,1
../geological_similarity\gneiss\B2KWT.jpg,1
../geological_similarity\gneiss\B2VWN.jpg,1
../geological_similarity\gneiss\B36RB.jpg,1
../geological_similarity\gneiss\B3A1H.jpg,1
../geological_similarity\gneiss\B3N7B.jpg,1
../geological_similarity\gneiss\B3OYS.jpg,1
../geological_similarity\gneiss\B3V4P.jpg,1
../geological_similarity\gneiss\B42BT.jpg,1
../geological_similarity\gneiss\B43NI.jpg,1
../geological_similarity\gneiss\B4DHN.jpg,1
../geological_similarity\gneiss\B4Q65.jpg,1
../geological_similarity\gneiss\B55JU.jpg,1
../geological_similarity\gneiss\B566Q.jpg,1
../geological_similarity\gneiss\B56BW.jpg,1
../geological_similarity\gneiss\B5Y1I.jpg,1
../geological_similarity\gneiss\B6TO2.jpg,1
../geological_similarity\gneiss\B6X4E.jpg,1
../geological_similarity\gneiss\B70GW.jpg,1
../geological_similarity\gneiss\B74XY.jpg,1
../geological_similarity\gneiss\B74ZD.jpg,1
../geological_similarity\gneiss\B798B.jpg,1
../geological_similarity\gneiss\B79UQ.jpg,1
../geological_similarity\gneiss\B83A9.jpg,1
../geological_similarity\gneiss\B8CQD.jpg,1
../geological_similarity\gneiss\B8ETT.jpg,1
../geological_similarity\gneiss\B8Z37.jpg,1
../geological_similarity\gneiss\B911J.jpg,1
../geological_similarity\gneiss\B99SS.jpg,1
../geological_similarity\gneiss\B9A3E.jpg,1
../geological_similarity\gneiss\B9BKQ.jpg,1
../geological_similarity\gneiss\B9X9A.jpg,1
../geological_similarity\gneiss\BA7NV.jpg,1
../geological_similarity\gneiss\BAFJS.jpg,1
../geological_similarity\gneiss\BAOTL.jpg,1
../geological_similarity\gneiss\BB0S1.jpg,1
../geological_similarity\gneiss\BB9RV.jpg,1
../geological_similarity\gneiss\BBBP7.jpg,1
../geological_similarity\gneiss\BBQXE.jpg,1
../geological_similarity\gneiss\BC6H6.jpg,1
../geological_similarity\gneiss\BC7HP.jpg,1
../geological_similarity\gneiss\BCBE8.jpg,1
../geological_similarity\gneiss\BCMRT.jpg,1
../geological_similarity\gneiss\BCVRH.jpg,1
../geological_similarity\gneiss\BD2EJ.jpg,1
../geological_similarity\gneiss\BD5KE.jpg,1
../geological_similarity\gneiss\BD8JQ.jpg,1
../geological_similarity\gneiss\BDR2S.jpg,1
../geological_similarity\gneiss\BE44M.jpg,1
../geological_similarity\gneiss\BEA2E.jpg,1
../geological_similarity\gneiss\BEGVE.jpg,1
../geological_similarity\gneiss\BEKT2.jpg,1
../geological_similarity\gneiss\BF4SO.jpg,1
../geological_similarity\gneiss\BF7R8.jpg,1
../geological_similarity\gneiss\BF83T.jpg,1
../geological_similarity\gneiss\BFGKT.jpg,1
../geological_similarity\gneiss\BFMD4.jpg,1
../geological_similarity\gneiss\BGCT8.jpg,1
../geological_similarity\gneiss\BGMA6.jpg,1
../geological_similarity\gneiss\BGYPU.jpg,1
../geological_similarity\gneiss\BH1EQ.jpg,1
../geological_similarity\gneiss\BH3EN.jpg,1
../geological_similarity\gneiss\BHOV4.jpg,1
../geological_similarity\gneiss\BI043.jpg,1
../geological_similarity\gneiss\BI9C6.jpg,1
../geological_similarity\gneiss\BIGDN.jpg,1
../geological_similarity\gneiss\BIKMI.jpg,1
../geological_similarity\gneiss\BIPOH.jpg,1
../geological_similarity\gneiss\BIZME.jpg,1
../geological_similarity\gneiss\BJ6AD.jpg,1
../geological_similarity\gneiss\BJILA.jpg,1
../geological_similarity\gneiss\BJRTE.jpg,1
../geological_similarity\gneiss\BJTHW.jpg,1
../geological_similarity\gneiss\BJUG8.jpg,1
../geological_similarity\gneiss\BJY4J.jpg,1
../geological_similarity\gneiss\BKPHX.jpg,1
../geological_similarity\gneiss\BLA39.jpg,1
../geological_similarity\gneiss\BLXHI.jpg,1
../geological_similarity\gneiss\BM289.jpg,1
../geological_similarity\gneiss\BM8ED.jpg,1
../geological_similarity\gneiss\BMPP4.jpg,1
../geological_similarity\gneiss\BO24J.jpg,1
../geological_similarity\gneiss\BOFF7.jpg,1
../geological_similarity\gneiss\BOO4U.jpg,1
../geological_similarity\gneiss\BPLIW.jpg,1
../geological_similarity\gneiss\BPSKS.jpg,1
../geological_similarity\gneiss\BQ08S.jpg,1
../geological_similarity\gneiss\BQ7SB.jpg,1
../geological_similarity\gneiss\BQBRL.jpg,1
../geological_similarity\gneiss\BQXTB.jpg,1
../geological_similarity\gneiss\BQY9A.jpg,1
../geological_similarity\gneiss\BRAGF.jpg,1
../geological_similarity\gneiss\BRUR8.jpg,1
../geological_similarity\gneiss\BS40O.jpg,1
../geological_similarity\gneiss\BS699.jpg,1
../geological_similarity\gneiss\BSDCE.jpg,1
../geological_similarity\gneiss\BSGBW.jpg,1
../geological_similarity\gneiss\BSRSC.jpg,1
../geological_similarity\gneiss\BSUGF.jpg,1
../geological_similarity\gneiss\BSYML.jpg,1
../geological_similarity\gneiss\BT00E.jpg,1
../geological_similarity\gneiss\BT34F.jpg,1
../geological_similarity\gneiss\BTDFG.jpg,1
../geological_similarity\gneiss\BTE6C.jpg,1
../geological_similarity\gneiss\BTOTX.jpg,1
../geological_similarity\gneiss\BUS40.jpg,1
../geological_similarity\gneiss\BUSOM.jpg,1
../geological_similarity\gneiss\BV3MZ.jpg,1
../geological_similarity\gneiss\BVP79.jpg,1
../geological_similarity\gneiss\BVQ14.jpg,1
../geological_similarity\gneiss\BVQUU.jpg,1
../geological_similarity\gneiss\BVUDE.jpg,1
../geological_similarity\gneiss\BVXBF.jpg,1
../geological_similarity\gneiss\BVYIS.jpg,1
../geological_similarity\gneiss\BW3X4.jpg,1
../geological_similarity\gneiss\BWAUZ.jpg,1
../geological_similarity\gneiss\BWD18.jpg,1
../geological_similarity\gneiss\BWDJE.jpg,1
../geological_similarity\gneiss\BWJ66.jpg,1
../geological_similarity\gneiss\BWMW3.jpg,1
../geological_similarity\gneiss\BWUU7.jpg,1
../geological_similarity\gneiss\BX3DD.jpg,1
../geological_similarity\gneiss\BX8I8.jpg,1
../geological_similarity\gneiss\BXM5Q.jpg,1
../geological_similarity\gneiss\BXN3N.jpg,1
../geological_similarity\gneiss\BXQAB.jpg,1
../geological_similarity\gneiss\BXWB7.jpg,1
../geological_similarity\gneiss\BXYKD.jpg,1
../geological_similarity\gneiss\BY4N7.jpg,1
../geological_similarity\gneiss\BYIE1.jpg,1
../geological_similarity\gneiss\BYS89.jpg,1
../geological_similarity\gneiss\BZ9FF.jpg,1
../geological_similarity\gneiss\BZAK9.jpg,1
../geological_similarity\gneiss\BZC96.jpg,1
../geological_similarity\gneiss\BZIXM.jpg,1
../geological_similarity\gneiss\C0BHY.jpg,1
../geological_similarity\gneiss\C0ZU1.jpg,1
../geological_similarity\gneiss\C11KZ.jpg,1
../geological_similarity\gneiss\C17JW.jpg,1
../geological_similarity\gneiss\C1FXE.jpg,1
../geological_similarity\gneiss\C1NQK.jpg,1
../geological_similarity\gneiss\C1RBV.jpg,1
../geological_similarity\gneiss\C1SJ7.jpg,1
../geological_similarity\gneiss\C23XC.jpg,1
../geological_similarity\gneiss\C27LZ.jpg,1
../geological_similarity\gneiss\C2MPK.jpg,1
../geological_similarity\gneiss\C2X7O.jpg,1
../geological_similarity\gneiss\C32C2.jpg,1
../geological_similarity\gneiss\C38E2.jpg,1
../geological_similarity\gneiss\C3HRK.jpg,1
../geological_similarity\gneiss\C3MJ0.jpg,1
../geological_similarity\gneiss\C3TTV.jpg,1
../geological_similarity\gneiss\C47YA.jpg,1
../geological_similarity\gneiss\C4BYU.jpg,1
../geological_similarity\gneiss\C4XQI.jpg,1
../geological_similarity\gneiss\C5H95.jpg,1
../geological_similarity\gneiss\C5I6E.jpg,1
../geological_similarity\gneiss\C6WK2.jpg,1
../geological_similarity\gneiss\C70WH.jpg,1
../geological_similarity\gneiss\C78SK.jpg,1
../geological_similarity\gneiss\C7ZN2.jpg,1
../geological_similarity\gneiss\C80VE.jpg,1
../geological_similarity\gneiss\C8OOO.jpg,1
../geological_similarity\gneiss\C8OPM.jpg,1
../geological_similarity\gneiss\C8QA1.jpg,1
../geological_similarity\gneiss\C9E11.jpg,1
../geological_similarity\gneiss\C9G0S.jpg,1
../geological_similarity\gneiss\C9VO4.jpg,1
../geological_similarity\gneiss\CABWT.jpg,1
../geological_similarity\gneiss\CAC34.jpg,1
../geological_similarity\gneiss\CACZL.jpg,1
../geological_similarity\gneiss\CAHCR.jpg,1
../geological_similarity\gneiss\CAZXS.jpg,1
../geological_similarity\gneiss\CB0ED.jpg,1
../geological_similarity\gneiss\CBMLS.jpg,1
../geological_similarity\gneiss\CBPZL.jpg,1
../geological_similarity\gneiss\CBVIW.jpg,1
../geological_similarity\gneiss\CC5LL.jpg,1
../geological_similarity\gneiss\CCLJ3.jpg,1
../geological_similarity\gneiss\CCSJB.jpg,1
../geological_similarity\gneiss\CCUYW.jpg,1
../geological_similarity\gneiss\CD3K0.jpg,1
../geological_similarity\gneiss\CDHM5.jpg,1
../geological_similarity\gneiss\CDOZZ.jpg,1
../geological_similarity\gneiss\CE75Z.jpg,1
../geological_similarity\gneiss\CEGRF.jpg,1
../geological_similarity\gneiss\CF2F3.jpg,1
../geological_similarity\gneiss\CF4E7.jpg,1
../geological_similarity\gneiss\CFM9J.jpg,1
../geological_similarity\gneiss\CFRL1.jpg,1
../geological_similarity\gneiss\CFU3A.jpg,1
../geological_similarity\gneiss\CGF72.jpg,1
../geological_similarity\gneiss\CGF91.jpg,1
../geological_similarity\gneiss\CGLZJ.jpg,1
../geological_similarity\gneiss\CGZEY.jpg,1
../geological_similarity\gneiss\CGZVS.jpg,1
../geological_similarity\gneiss\CH478.jpg,1
../geological_similarity\gneiss\CHAEH.jpg,1
../geological_similarity\gneiss\CI55A.jpg,1
../geological_similarity\gneiss\CIIZY.jpg,1
../geological_similarity\gneiss\CJDFK.jpg,1
../geological_similarity\gneiss\CJM2V.jpg,1
../geological_similarity\gneiss\CJSL3.jpg,1
../geological_similarity\gneiss\CKCPH.jpg,1
../geological_similarity\gneiss\CKIUL.jpg,1
../geological_similarity\gneiss\CKQR9.jpg,1
../geological_similarity\gneiss\CLAOQ.jpg,1
../geological_similarity\gneiss\CLD3X.jpg,1
../geological_similarity\gneiss\CLSZ7.jpg,1
../geological_similarity\gneiss\CLT3L.jpg,1
../geological_similarity\gneiss\CM198.jpg,1
../geological_similarity\gneiss\CMDV2.jpg,1
../geological_similarity\gneiss\CMPJ6.jpg,1
../geological_similarity\gneiss\CN77J.jpg,1
../geological_similarity\gneiss\CNCYW.jpg,1
../geological_similarity\gneiss\CNLL4.jpg,1
../geological_similarity\gneiss\CNVY0.jpg,1
../geological_similarity\gneiss\CO1DC.jpg,1
../geological_similarity\gneiss\COURE.jpg,1
../geological_similarity\gneiss\CP4EW.jpg,1
../geological_similarity\gneiss\CPGL4.jpg,1
../geological_similarity\gneiss\CQ9RR.jpg,1
../geological_similarity\gneiss\CQD3L.jpg,1
../geological_similarity\gneiss\CQGS5.jpg,1
../geological_similarity\gneiss\CRVSW.jpg,1
../geological_similarity\gneiss\CSMT9.jpg,1
../geological_similarity\gneiss\CSQQZ.jpg,1
../geological_similarity\gneiss\CTIZQ.jpg,1
../geological_similarity\gneiss\CU1P9.jpg,1
../geological_similarity\gneiss\CU3J0.jpg,1
../geological_similarity\gneiss\CU551.jpg,1
../geological_similarity\gneiss\CU7F1.jpg,1
../geological_similarity\gneiss\CUNJD.jpg,1
../geological_similarity\gneiss\CV0D5.jpg,1
../geological_similarity\gneiss\CVJG0.jpg,1
../geological_similarity\gneiss\CVVNP.jpg,1
../geological_similarity\gneiss\CW1YR.jpg,1
../geological_similarity\gneiss\CWBBW.jpg,1
../geological_similarity\gneiss\CWFKY.jpg,1
../geological_similarity\gneiss\CWQDO.jpg,1
../geological_similarity\gneiss\CWRZM.jpg,1
../geological_similarity\gneiss\CWV61.jpg,1
../geological_similarity\gneiss\CWWY6.jpg,1
../geological_similarity\gneiss\CYC2G.jpg,1
../geological_similarity\gneiss\CYFLR.jpg,1
../geological_similarity\gneiss\CYQQ0.jpg,1
../geological_similarity\gneiss\CYX3H.jpg,1
../geological_similarity\gneiss\CZGCD.jpg,1
../geological_similarity\gneiss\D0HRA.jpg,1
../geological_similarity\gneiss\D11OO.jpg,1
../geological_similarity\gneiss\D1E43.jpg,1
../geological_similarity\gneiss\D1J6X.jpg,1
../geological_similarity\gneiss\D21EK.jpg,1
../geological_similarity\gneiss\D23XB.jpg,1
../geological_similarity\gneiss\D2CSL.jpg,1
../geological_similarity\gneiss\D2IFI.jpg,1
../geological_similarity\gneiss\D2J2Z.jpg,1
../geological_similarity\gneiss\D2Q65.jpg,1
../geological_similarity\gneiss\D2TX0.jpg,1
../geological_similarity\gneiss\D2XFC.jpg,1
../geological_similarity\gneiss\D3A5D.jpg,1
../geological_similarity\gneiss\D3KPS.jpg,1
../geological_similarity\gneiss\D3SQJ.jpg,1
../geological_similarity\gneiss\D43QI.jpg,1
../geological_similarity\gneiss\D4GRK.jpg,1
../geological_similarity\gneiss\D4N46.jpg,1
../geological_similarity\gneiss\D4ZZN.jpg,1
../geological_similarity\gneiss\D58QW.jpg,1
../geological_similarity\gneiss\D5HB7.jpg,1
../geological_similarity\gneiss\D5PSN.jpg,1
../geological_similarity\gneiss\D5WQ1.jpg,1
../geological_similarity\gneiss\D634Y.jpg,1
../geological_similarity\gneiss\D6898.jpg,1
../geological_similarity\gneiss\D6DV8.jpg,1
../geological_similarity\gneiss\D6G1H.jpg,1
../geological_similarity\gneiss\D6OIR.jpg,1
../geological_similarity\gneiss\D6T4Y.jpg,1
../geological_similarity\gneiss\D6U7D.jpg,1
../geological_similarity\gneiss\D6YHE.jpg,1
../geological_similarity\gneiss\D6ZWT.jpg,1
../geological_similarity\gneiss\D78VZ.jpg,1
../geological_similarity\gneiss\D7BDI.jpg,1
../geological_similarity\gneiss\D7C1J.jpg,1
../geological_similarity\gneiss\D7FYV.jpg,1
../geological_similarity\gneiss\D7HW9.jpg,1
../geological_similarity\gneiss\D7Y87.jpg,1
../geological_similarity\gneiss\D85I5.jpg,1
../geological_similarity\gneiss\D86ZZ.jpg,1
../geological_similarity\gneiss\D8RTA.jpg,1
../geological_similarity\gneiss\D8V08.jpg,1
../geological_similarity\gneiss\D8WSI.jpg,1
../geological_similarity\gneiss\D93XB.jpg,1
../geological_similarity\gneiss\D9EDU.jpg,1
../geological_similarity\gneiss\D9SA3.jpg,1
../geological_similarity\gneiss\DA0AY.jpg,1
../geological_similarity\gneiss\DA5L5.jpg,1
../geological_similarity\gneiss\DA6Y8.jpg,1
../geological_similarity\gneiss\DAH4S.jpg,1
../geological_similarity\gneiss\DAN36.jpg,1
../geological_similarity\gneiss\DARU9.jpg,1
../geological_similarity\gneiss\DBLKI.jpg,1
../geological_similarity\gneiss\DBQXC.jpg,1
../geological_similarity\gneiss\DBUNL.jpg,1
../geological_similarity\gneiss\DBYEH.jpg,1
../geological_similarity\gneiss\DCEWE.jpg,1
../geological_similarity\gneiss\DEA9B.jpg,1
../geological_similarity\gneiss\DEAA8.jpg,1
../geological_similarity\gneiss\DEOJ7.jpg,1
../geological_similarity\gneiss\DEPFF.jpg,1
../geological_similarity\gneiss\DEROU.jpg,1
../geological_similarity\gneiss\DEW0W.jpg,1
../geological_similarity\gneiss\DFLMY.jpg,1
../geological_similarity\gneiss\DFXR0.jpg,1
../geological_similarity\gneiss\DGFUY.jpg,1
../geological_similarity\gneiss\DGUQI.jpg,1
../geological_similarity\gneiss\DH9KJ.jpg,1
../geological_similarity\gneiss\DHDRF.jpg,1
../geological_similarity\gneiss\DHR3G.jpg,1
../geological_similarity\gneiss\DI1H9.jpg,1
../geological_similarity\gneiss\DI43H.jpg,1
../geological_similarity\gneiss\DI9A5.jpg,1
../geological_similarity\gneiss\DI9DH.jpg,1
../geological_similarity\gneiss\DIB4I.jpg,1
../geological_similarity\gneiss\DIIEE.jpg,1
../geological_similarity\gneiss\DIKKS.jpg,1
../geological_similarity\gneiss\DIUBJ.jpg,1
../geological_similarity\gneiss\DIWAQ.jpg,1
../geological_similarity\gneiss\DJN9T.jpg,1
../geological_similarity\gneiss\DK1FI.jpg,1
../geological_similarity\gneiss\DKNDN.jpg,1
../geological_similarity\gneiss\DLH5X.jpg,1
../geological_similarity\gneiss\DLSEJ.jpg,1
../geological_similarity\gneiss\DM6KR.jpg,1
../geological_similarity\gneiss\DMASM.jpg,1
../geological_similarity\gneiss\DNJC5.jpg,1
../geological_similarity\gneiss\DNKQP.jpg,1
../geological_similarity\gneiss\DNOE9.jpg,1
../geological_similarity\gneiss\DNPXO.jpg,1
../geological_similarity\gneiss\DNT07.jpg,1
../geological_similarity\gneiss\DO3BE.jpg,1
../geological_similarity\gneiss\DOBLG.jpg,1
../geological_similarity\gneiss\DOD5R.jpg,1
../geological_similarity\gneiss\DOIGW.jpg,1
../geological_similarity\gneiss\DOUZK.jpg,1
../geological_similarity\gneiss\DPNL1.jpg,1
../geological_similarity\gneiss\DQC8I.jpg,1
../geological_similarity\gneiss\DQKUG.jpg,1
../geological_similarity\gneiss\DQSD0.jpg,1
../geological_similarity\gneiss\DRVGE.jpg,1
../geological_similarity\gneiss\DRXEN.jpg,1
../geological_similarity\gneiss\DSGC9.jpg,1
../geological_similarity\gneiss\DSSA5.jpg,1
../geological_similarity\gneiss\DTU73.jpg,1
../geological_similarity\gneiss\DTWD9.jpg,1
../geological_similarity\gneiss\DTX1O.jpg,1
../geological_similarity\gneiss\DUDZK.jpg,1
../geological_similarity\gneiss\DUGNA.jpg,1
../geological_similarity\gneiss\DUHED.jpg,1
../geological_similarity\gneiss\DULCW.jpg,1
../geological_similarity\gneiss\DV0C5.jpg,1
../geological_similarity\gneiss\DV303.jpg,1
../geological_similarity\gneiss\DV8S2.jpg,1
../geological_similarity\gneiss\DVAT7.jpg,1
../geological_similarity\gneiss\DVPV3.jpg,1
../geological_similarity\gneiss\DWA4P.jpg,1
../geological_similarity\gneiss\DWCT6.jpg,1
../geological_similarity\gneiss\DWDTX.jpg,1
../geological_similarity\gneiss\DWU59.jpg,1
../geological_similarity\gneiss\DX5AU.jpg,1
../geological_similarity\gneiss\DXCEO.jpg,1
../geological_similarity\gneiss\DXJN1.jpg,1
../geological_similarity\gneiss\DXMML.jpg,1
../geological_similarity\gneiss\DXW4W.jpg,1
../geological_similarity\gneiss\DXXL8.jpg,1
../geological_similarity\gneiss\DY14J.jpg,1
../geological_similarity\gneiss\DY5Q8.jpg,1
../geological_similarity\gneiss\DY5TM.jpg,1
../geological_similarity\gneiss\DY6JF.jpg,1
../geological_similarity\gneiss\DY71N.jpg,1
../geological_similarity\gneiss\DY8U0.jpg,1
../geological_similarity\gneiss\DY9BY.jpg,1
../geological_similarity\gneiss\DYF1E.jpg,1
../geological_similarity\gneiss\DYP27.jpg,1
../geological_similarity\gneiss\DYQB6.jpg,1
../geological_similarity\gneiss\DZAGC.jpg,1
../geological_similarity\gneiss\DZDPD.jpg,1
../geological_similarity\gneiss\DZF70.jpg,1
../geological_similarity\gneiss\DZKEO.jpg,1
../geological_similarity\gneiss\DZOEC.jpg,1
../geological_similarity\gneiss\DZS61.jpg,1
../geological_similarity\gneiss\DZXF1.jpg,1
../geological_similarity\gneiss\E020D.jpg,1
../geological_similarity\gneiss\E0MLR.jpg,1
../geological_similarity\gneiss\E12AS.jpg,1
../geological_similarity\gneiss\E19GB.jpg,1
../geological_similarity\gneiss\E1E07.jpg,1
../geological_similarity\gneiss\E1ES5.jpg,1
../geological_similarity\gneiss\E3967.jpg,1
../geological_similarity\gneiss\E3ICP.jpg,1
../geological_similarity\gneiss\E3WO8.jpg,1
../geological_similarity\gneiss\E461V.jpg,1
../geological_similarity\gneiss\E4801.jpg,1
../geological_similarity\gneiss\E4TFW.jpg,1
../geological_similarity\gneiss\E51TA.jpg,1
../geological_similarity\gneiss\E5I6J.jpg,1
../geological_similarity\gneiss\E5KXD.jpg,1
../geological_similarity\gneiss\E5OT9.jpg,1
../geological_similarity\gneiss\E667Y.jpg,1
